id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
901,U-901,VIIC,04/10/41,01/01/42,4/29/1944,10/09/43,5/15/1945,Surrendered,0,,,0,"Stettiner Maschinenbau AG, Stettin",0
903,U-903,VIIC,7/16/1942,8/25/1942,09/04/43,7/17/1943,05/05/45,Scuttled,0,,,0,"Flender Werke AG, Lubeck",0
904,U-904,VIIC,7/16/1942,09/10/42,9/25/1943,08/07/43,05/04/45,Scuttled,0,,,0,"Flender Werke AG, Lubeck",0
905,U-905,VIIC,08/06/42,1/26/1943,03/08/44,11/20/1943,3/27/1945,Sunk,0,58.34,-5.46,45,"H C Stulcken Sohn, Hamburg",0
907,U-907,VIIC,08/06/42,04/01/43,5/18/1944,03/01/44,05/09/45,Surrendered,0,,,0,"H C Stulcken Sohn, Hamburg",0
921,U-921,VIIC,06/06/41,10/15/1941,5/30/1943,04/03/43,9/24/1944,Missing,0,,,51,"Neptun Werft AG, Rostock",0
922,U-922,VIIC,06/06/41,12/15/1941,08/01/43,06/01/43,05/03/45,Scuttled,0,,,0,"Neptun Werft AG, Rostock",0
923,U-923,VIIC,06/06/41,2/21/1942,10/04/43,08/07/43,02/09/45,Sunk,0,54.31,10.18,48,"Neptun Werft AG, Rostock",0
924,U-924,VIIC,06/06/41,4/15/1942,11/20/1943,9/25/1943,05/03/45,Scuttled,0,,,0,"Neptun Werft AG, Rostock",0
925,U-925,VIIC,8/25/1941,6/15/1942,12/30/1943,11/06/43,8/25/1944,Missing,0,,,51,"Neptun Werft AG, Rostock",0
926,U-926,VIIC,8/25/1941,07/01/42,2/29/1944,12/28/1943,05/09/45,Surrendered,0,,,0,"Neptun Werft AG, Rostock",0
927,U-927,VIIC,8/25/1941,12/01/42,6/27/1944,05/03/44,2/24/1945,Sunk,0,49.54,-4.45,47,"Neptun Werft AG, Rostock",0
928,U-928,VIIC,8/25/1941,01/05/43,07/11/44,4/15/1944,05/09/45,Surrendered,0,,,0,"Neptun Werft AG, Rostock",0
929,U-929,VIIC/41,04/02/42,3/20/1943,09/06/44,09/06/44,05/01/45,Scuttled,0,54.15,12.04,0,"Neptun Werft AG, Rostock",0
930,U-930,VIIC/41,04/02/42,4/20/1943,12/06/44,12/06/44,05/09/45,Surrendered,0,,,0,"Neptun Werft AG, Rostock",0
951,U-951,VIIC,04/10/41,1/31/1942,12/03/42,10/14/1942,07/07/43,Sunk,0,37.4,-15.3,46,"Blohm & Voss, Hamburg",0
952,U-952,VIIC,04/10/41,02/01/42,12/10/42,10/14/1942,07/05/44,Damaged,0,,,0,"Blohm & Voss, Hamburg",2
953,U-953,VIIC,04/10/41,02/10/42,12/17/1942,10/28/1942,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
954,U-954,VIIC,04/10/41,02/10/42,12/23/1942,10/28/1942,5/19/1943,Sunk,0,54.54,-34.19,47,"Blohm & Voss, Hamburg",0
955,U-955,VIIC,04/10/41,2/23/1942,12/31/1942,11/14/1942,06/07/44,Sunk,0,45.13,-8.3,50,"Blohm & Voss, Hamburg",0
956,U-956,VIIC,04/10/41,2/20/1942,01/06/43,11/14/1942,5/13/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
957,U-957,VIIC,04/10/41,03/11/42,01/07/43,11/21/1942,10/21/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",2
958,U-958,VIIC,04/10/41,03/10/42,1/14/1943,11/21/1942,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",1
959,U-959,VIIC,06/05/41,3/21/1942,1/21/1943,12/03/42,05/02/44,Sunk,0,69.2,-0.2,53,"Blohm & Voss, Hamburg",0
960,U-960,VIIC,06/05/41,3/20/1942,1/28/1943,12/03/42,5/19/1944,Sunk,20,37.2,1.35,31,"Blohm & Voss, Hamburg",2
961,U-961,VIIC,06/05/41,04/07/42,02/04/43,12/17/1942,3/29/1944,Sunk,0,64.31,-3.19,49,"Blohm & Voss, Hamburg",0
962,U-962,VIIC,06/05/41,04/07/42,02/11/43,12/17/1942,04/08/44,Sunk,0,45.43,-19.57,50,"Blohm & Voss, Hamburg",0
963,U-963,VIIC,06/05/41,4/20/1942,2/17/1943,12/30/1942,5/20/1945,Scuttled,48,39.36,-9.05,0,"Blohm & Voss, Hamburg",0
964,U-964,VIIC,06/05/41,4/20/1942,2/18/1943,12/30/1942,10/16/1943,Sunk,3,57.27,-28.17,47,"Blohm & Voss, Hamburg",0
965,U-965,VIIC,06/05/41,05/04/42,2/25/1943,1/14/1943,3/30/1945,Sunk,0,58.19,-5.31,51,"Blohm & Voss, Hamburg",0
966,U-966,VIIC,06/05/41,05/01/42,03/04/43,1/14/1943,10/11/43,Scuttled,42,43.46,-7.38,8,"Blohm & Voss, Hamburg",0
967,U-967,VIIC,06/05/41,5/16/1942,03/11/43,02/04/43,8/19/1944,Scuttled,0,43.05,5.56,2,"Blohm & Voss, Hamburg",1
968,U-968,VIIC,06/05/41,5/14/1942,3/18/1943,02/04/43,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",2
969,U-969,VIIC,06/05/41,5/29/1942,3/24/1943,02/11/43,08/06/44,Destroyed,0,,,0,"Blohm & Voss, Hamburg",2
970,U-970,VIIC,06/05/41,5/29/1942,3/25/1943,02/11/43,06/08/44,Sunk,14,45.15,-4.1,38,"Blohm & Voss, Hamburg",0
971,U-971,VIIC,06/05/41,6/15/1942,04/01/43,2/22/1943,6/24/1944,Sunk,51,49.01,-5.35,1,"Blohm & Voss, Hamburg",0
972,U-972,VIIC,06/05/41,6/15/1942,04/08/43,2/22/1943,12/15/1943,Missing,0,,,49,"Blohm & Voss, Hamburg",0
973,U-973,VIIC,06/05/41,6/26/1942,4/15/1943,03/10/43,03/06/44,Sunk,2,70.04,5.48,51,"Blohm & Voss, Hamburg",0
974,U-974,VIIC,06/05/41,6/26/1942,4/22/1943,03/11/43,4/19/1944,Sunk,8,59.08,5.23,42,"Blohm & Voss, Hamburg",0
975,U-975,VIIC,06/05/41,07/10/42,4/29/1943,3/24/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
976,U-976,VIIC,06/05/41,07/09/42,05/05/43,3/25/1943,3/25/1944,Sunk,49,46.5,-2.41,4,"Blohm & Voss, Hamburg",0
977,U-977,VIIC,06/05/41,7/24/1942,05/06/43,3/31/1943,8/17/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
978,U-978,VIIC,06/05/41,7/24/1942,05/12/43,04/01/43,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
979,U-979,VIIC,06/05/41,08/10/42,5/20/1943,4/15/1943,5/24/1945,Scuttled,0,54.36,8.21,0,"Blohm & Voss, Hamburg",1
980,U-980,VIIC,06/05/41,08/10/42,5/27/1943,4/15/1943,06/11/44,Sunk,0,63.07,0.26,52,"Blohm & Voss, Hamburg",0
981,U-981,VIIC,06/05/41,8/24/1942,06/03/43,4/29/1943,08/12/44,Sunk,40,46.09,-1.35,12,"Blohm & Voss, Hamburg",0
982,U-982,VIIC,06/05/41,8/24/1942,06/10/43,4/29/1943,04/09/45,Destroyed,0,53.32,9.51,0,"Blohm & Voss, Hamburg",0
983,U-983,VIIC,5/25/1941,09/07/42,6/16/1943,05/12/43,09/08/43,Sunk,38,54.56,17.14,5,"Blohm & Voss, Hamburg",0
984,U-984,VIIC,5/25/1941,09/07/42,6/17/1943,05/12/43,08/02/44,Sunk,0,50.03,2,45,"Blohm & Voss, Hamburg",1
985,U-985,VIIC,5/25/1941,9/18/1942,6/24/1943,5/20/1943,11/15/1944,Decommissioned,0,58.08,6.22,0,"Blohm & Voss, Hamburg",1
986,U-986,VIIC,5/25/1941,9/18/1942,07/01/43,5/20/1943,04/10/44,Missing,0,,,50,"Blohm & Voss, Hamburg",0
987,U-987,VIIC,5/25/1941,10/02/42,07/08/43,06/02/43,6/15/1944,Sunk,0,68.01,5.08,53,"Blohm & Voss, Hamburg",0
988,U-988,VIIC,5/25/1941,10/02/42,7/15/1943,06/03/43,6/22/1944,Sunk,0,50.01,-2.59,50,"Blohm & Voss, Hamburg",0
989,U-989,VIIC,5/25/1941,10/17/1942,7/22/1943,6/16/1943,2/14/1945,Sunk,0,61.36,-1.35,47,"Blohm & Voss, Hamburg",1
990,U-990,VIIC,5/25/1941,10/17/1942,7/28/1943,6/16/1943,5/25/1944,Sunk,33,65.05,7.28,20,"Blohm & Voss, Hamburg",1
991,U-991,VIIC,5/25/1941,10/30/1942,7/29/1943,6/24/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
992,U-992,VIIC,5/25/1941,10/30/1942,08/02/43,6/24/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
993,U-993,VIIC,5/25/1941,11/16/1942,8/19/1943,07/08/43,10/04/44,Sunk,0,,,2,"Blohm & Voss, Hamburg",0
994,U-994,VIIC,5/25/1941,11/14/1942,09/02/43,07/08/43,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
995,U-995,VIIC/41,10/14/1941,11/25/1942,9/16/1943,7/22/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",3
997,U-997,VIIC/41,10/14/1941,12/07/42,9/23/1943,8/18/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
998,U-998,VIIC/41,10/14/1941,12/05/42,10/07/43,8/18/1943,6/27/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
999,U-999,VIIC/41,10/14/1941,12/19/1942,10/21/1943,9/17/1943,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1000,U-1000,VIIC/41,10/14/1941,12/18/1942,11/04/43,9/17/1943,9/29/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
1001,U-1001,VIIC/41,10/14/1941,12/31/1942,11/18/1943,10/06/43,04/08/45,Sunk,0,49.19,-10.23,46,"Blohm & Voss, Hamburg",0
1002,U-1002,VIIC/41,10/14/1941,01/04/43,11/30/1943,10/06/43,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1003,U-1003,VIIC/41,10/14/1941,1/18/1943,12/09/43,10/27/1943,3/23/1945,Scuttled,31,55.38,-7.26,17,"Blohm & Voss, Hamburg",0
1004,U-1004,VIIC/41,10/14/1941,1/15/1943,12/16/1943,10/27/1943,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1005,U-1005,VIIC/41,10/14/1941,1/29/1943,12/30/1943,11/17/1943,5/14/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1006,U-1006,VIIC/41,10/14/1941,1/30/1943,01/11/44,11/17/1943,10/16/1944,Sunk,44,60.59,-4.49,6,"Blohm & Voss, Hamburg",0
1007,U-1007,VIIC/41,3/23/1942,2/15/1943,1/18/1944,12/08/43,05/02/45,Scuttled,0,53.54,10.5,2,"Blohm & Voss, Hamburg",0
1008,U-1008,VIIC/41,3/23/1942,02/12/43,02/01/44,12/08/43,05/06/45,Scuttled,44,56.14,10.51,0,"Blohm & Voss, Hamburg",0
1009,U-1009,VIIC/41,3/23/1942,2/24/1943,02/10/44,01/05/44,05/10/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1010,U-1010,VIIC/41,3/23/1942,2/23/1943,2/22/1944,01/05/44,5/14/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1013,U-1013,VIIC/41,3/23/1942,3/26/1943,03/02/44,1/19/1944,3/17/1944,Sunk,26,54.21,13.55,25,"Blohm & Voss, Hamburg",0
1014,U-1014,VIIC/41,3/23/1942,3/25/1943,3/14/1944,1/30/1944,02/04/45,Sunk,0,55.17,-6.44,48,"Blohm & Voss, Hamburg",0
1015,U-1015,VIIC/41,3/23/1942,04/05/43,3/23/1944,02/07/44,5/19/1944,Sunk,14,55.09,19.11,36,"Blohm & Voss, Hamburg",0
1016,U-1016,VIIC/41,3/23/1942,04/02/43,04/04/44,02/08/44,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1017,U-1017,VIIC/41,3/23/1942,4/19/1943,4/13/1944,03/01/44,4/29/1945,Sunk,0,56.04,-11.06,34,"Blohm & Voss, Hamburg",2
1018,U-1018,VIIC/41,3/23/1942,4/16/1943,4/24/1944,03/01/44,2/27/1945,Sunk,2,49.56,-5.2,51,"Blohm & Voss, Hamburg",1
1019,U-1019,VIIC/41,6/13/1942,4/28/1943,05/04/44,3/22/1944,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1020,U-1020,VIIC/41,6/13/1942,4/30/1943,5/17/1944,3/22/1944,01/09/45,Sunk,0,56.32,-1.18,52,"Blohm & Voss, Hamburg",0
1021,U-1021,VIIC/41,6/13/1942,05/06/43,5/25/1944,4/13/1944,3/14/1945,Sunk,0,50.39,-5.05,43,"Blohm & Voss, Hamburg",0
1022,U-1022,VIIC/41,6/13/1942,05/06/43,06/07/44,4/13/1944,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1023,U-1023,VIIC/41,6/13/1942,5/20/1943,6/15/1944,05/03/44,05/10/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1024,U-1024,VIIC/41,6/13/1942,5/20/1943,6/28/1944,05/03/44,04/12/45,Captured,37,53.39,-5.03,9,"Blohm & Voss, Hamburg",1
1025,U-1025,VIIC/41,6/13/1942,06/03/43,04/12/45,5/24/1944,4/30/1945,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
1051,U-1051,VIIC,06/05/41,02/08/43,03/04/44,02/03/44,1/26/1945,Sunk,0,53.39,-5.23,47,"F. Krupp Germaniawerft AG, Kiel",1
1052,U-1052,VIIC,06/05/41,02/08/43,1/20/1944,12/16/1943,05/09/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1053,U-1053,VIIC,06/05/41,02/08/43,02/12/44,1/13/1944,2/15/1945,Sunk,0,60.26,5.16,45,"F. Krupp Germaniawerft AG, Kiel",0
1054,U-1054,VIIC,06/05/41,3/30/1943,3/25/1944,2/24/1944,9/16/1944,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1055,U-1055,VIIC,06/05/41,3/30/1943,04/08/44,03/09/44,4/23/1945,Missing,0,,,49,"F. Krupp Germaniawerft AG, Kiel",4
1056,U-1056,VIIC,06/05/41,6/21/1943,4/29/1944,3/30/1944,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1057,U-1057,VIIC,06/05/41,6/21/1943,5/20/1944,4/20/1944,05/09/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1058,U-1058,VIIC,06/05/41,08/02/43,06/10/44,05/11/44,05/10/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1059,U-1059,VIIF,8/25/1941,06/04/42,05/01/43,03/12/43,3/19/1944,Sunk,8,13.1,-33.44,47,"F. Krupp Germaniawerft AG, Kiel",0
1060,U-1060,VIIF,8/25/1941,07/07/42,5/15/1943,03/08/43,10/27/1944,Grounded,43,65.24,11.59,12,"F. Krupp Germaniawerft AG, Kiel",0
1061,U-1061,VIIF,8/25/1941,8/21/1942,8/25/1943,4/22/1943,05/09/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1062,U-1062,VIIF,8/25/1941,08/12/42,6/19/1943,05/08/43,9/30/1944,Sunk,0,11.36,-34.44,55,"F. Krupp Germaniawerft AG, Kiel",0
1063,U-1063,VIIC/41,10/14/1941,8/17/1943,07/08/44,06/08/44,4/15/1945,Sunk,17,50.08,3,29,"F. Krupp Germaniawerft AG, Kiel",0
1064,U-1064,VIIC/41,10/14/1941,9/23/1943,7/29/1944,6/22/1944,05/09/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",1
1065,U-1065,VIIC/41,10/14/1941,9/23/1943,9/23/1944,08/03/44,04/09/45,Sunk,0,57.58,11.15,45,"F. Krupp Germaniawerft AG, Kiel",0
1101,U-1101,VIIC,06/05/41,3/18/1943,11/10/43,9/13/1943,05/05/45,Scuttled,0,,,0,"Nordseewerke, Emden",0
1102,U-1102,VIIC,06/05/41,4/16/1943,2/22/1944,1/15/1944,3/24/1944,Sunk,0,,,2,"Nordseewerke, Emden",0
1103,U-1103,VIIC/41,10/14/1941,5/26/1943,01/08/44,10/12/43,05/05/45,Surrendered,0,,,0,"Nordseewerke, Emden",0
1104,U-1104,VIIC/41,10/14/1941,6/29/1943,3/15/1944,12/07/43,05/09/45,Surrendered,0,,,0,"Nordseewerke, Emden",0
1105,U-1105,VIIC/41,10/14/1941,07/06/43,06/03/44,4/20/1944,05/10/45,Surrendered,0,,,0,"Nordseewerke, Emden",1
1106,U-1106,VIIC/41,10/14/1941,7/28/1943,07/05/44,5/26/1944,3/29/1945,Sunk,0,61.46,-2.16,46,"Nordseewerke, Emden",0
1107,U-1107,VIIC/41,04/02/42,8/20/1943,08/08/44,6/30/1944,4/30/1945,Sunk,0,48.12,-5.42,37,"Nordseewerke, Emden",2
1108,U-1108,VIIC/41,04/02/42,9/20/1943,11/18/1944,09/05/44,05/09/45,Surrendered,0,,,0,"Nordseewerke, Emden",0
1109,U-1109,VIIC/41,04/02/42,10/20/1943,8/31/1944,6/19/1944,05/12/45,Surrendered,0,,,0,"Nordseewerke, Emden",0
1110,U-1110,VIIC/41,04/02/42,12/18/1943,9/24/1944,7/21/1944,5/14/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1131,U-1131,VIIC,8/25/1941,02/06/43,5/20/1944,04/03/44,3/30/1945,Sunk,0,53.33,9.51,0,"Howaldtswerke AG, Kiel",0
1132,U-1132,VIIC,8/25/1941,2/15/1943,6/24/1944,4/29/1944,05/05/45,Scuttled,0,,,0,"Howaldtswerke AG, Kiel",0
1161,U-1161,VIIC,8/25/1941,10/27/1942,8/25/1943,05/08/43,09/10/43,Given,0,,,0,"Danziger Werft AG, Danzig",0
1162,U-1162,VIIC,8/25/1941,11/14/1942,9/15/1943,5/29/1943,09/10/43,Given,0,,,0,"Danziger Werft AG, Danzig",0
1163,U-1163,VIIC/41,10/14/1941,12/05/42,10/06/43,06/12/43,05/09/45,Surrendered,0,,,0,"Danziger Werft AG, Danzig",1
1164,U-1164,VIIC/41,10/14/1941,12/11/42,10/27/1943,07/03/43,7/24/1944,Sunk,0,,,0,"Danziger Werft AG, Danzig",0
1165,U-1165,VIIC/41,10/14/1941,12/31/1942,11/17/1943,7/20/1943,05/09/45,Surrendered,0,,,0,"Danziger Werft AG, Danzig",1
1166,U-1166,VIIC/41,10/14/1941,02/04/43,12/08/43,8/28/1943,8/28/1944,Decommissioned,0,,,0,"Danziger Werft AG, Danzig",0
1167,U-1167,VIIC/41,04/02/42,03/02/43,12/29/1943,8/28/1943,3/30/1945,Sunk,0,53.32,9.51,1,"Danziger Werft AG, Danzig",0
1168,U-1168,VIIC/41,04/02/42,3/16/1943,1/19/1944,10/02/43,05/04/45,Scuttled,0,54.53,9.37,0,"Danziger Werft AG, Danzig",0
1169,U-1169,VIIC/41,04/02/42,04/09/43,02/09/44,10/02/43,3/29/1945,Sunk,0,49.58,-5.25,49,"Danziger Werft AG, Danzig",0
1170,U-1170,VIIC/41,04/02/42,4/30/1943,03/01/44,10/14/1943,05/02/45,Scuttled,0,53.59,10.56,0,"Danziger Werft AG, Danzig",0
1171,U-1171,VIIC/41,7/16/1942,05/05/43,3/22/1944,11/23/1943,05/09/45,Surrendered,0,,,0,"Danziger Werft AG, Danzig",0
1172,U-1172,VIIC/41,7/16/1942,06/07/43,4/20/1944,12/03/43,1/27/1945,Sunk,0,52.24,-5.42,52,"Danziger Werft AG, Danzig",1
1191,U-1191,VIIC,8/25/1941,11/04/42,09/09/43,07/06/43,07/03/44,Sunk,0,50.09,-0.15,50,"F Schichau GmbH, Danzig",0
1192,U-1192,VIIC,8/25/1941,11/04/42,9/23/1943,7/16/1943,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1193,U-1193,VIIC,8/25/1941,12/28/1942,10/07/43,08/05/43,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1194,U-1194,VIIC,8/25/1941,12/29/1942,10/21/1943,08/05/43,05/09/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
1195,U-1195,VIIC,8/25/1941,02/06/43,11/04/43,09/02/43,04/06/45,Sunk,18,50.33,-0.56,32,"F Schichau GmbH, Danzig",2
1196,U-1196,VIIC,8/25/1941,02/08/43,11/18/1943,09/02/43,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1197,U-1197,VIIC,8/25/1941,3/13/1943,12/02/43,9/30/1943,4/25/1945,Decommissioned,0,,,0,"F Schichau GmbH, Danzig",0
1198,U-1198,VIIC,8/25/1941,3/13/1943,12/09/43,9/30/1943,05/08/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
1199,U-1199,VIIC,10/14/1941,3/23/1943,12/23/1943,10/12/43,1/21/1945,Sunk,0,49.57,-5.42,48,"F Schichau GmbH, Danzig",1
1200,U-1200,VIIC,10/14/1941,4/17/1943,01/05/44,11/04/43,11/12/44,Sunk,0,50.02,-2.01,53,"F Schichau GmbH, Danzig",0
1201,U-1201,VIIC,10/14/1941,4/18/1943,1/13/1944,11/04/43,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1202,U-1202,VIIC,10/14/1941,4/28/1943,1/27/1944,11/11/43,05/09/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
1203,U-1203,VIIC,10/14/1941,5/15/1943,02/10/44,12/09/43,05/09/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
1204,U-1204,VIIC,10/14/1941,5/15/1943,2/17/1944,12/09/43,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1205,U-1205,VIIC,04/02/42,06/12/43,03/02/44,12/30/1943,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1206,U-1206,VIIC,04/02/42,06/12/43,3/16/1944,12/30/1943,4/14/1945,Scuttled,46,57.24,-1.37,4,"F Schichau GmbH, Danzig",0
1207,U-1207,VIIC,04/02/42,6/26/1943,3/23/1944,01/06/44,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1208,U-1208,VIIC,04/02/42,6/30/1943,04/06/44,1/13/1944,2/24/1945,Sunk,0,49.51,6,49,"F Schichau GmbH, Danzig",1
1209,U-1209,VIIC,04/02/42,7/14/1943,4/13/1944,02/09/44,12/18/1944,Scuttled,44,49.57,-5.47,9,"F Schichau GmbH, Danzig",0
1210,U-1210,VIIC,04/02/42,7/14/1943,4/22/1944,02/09/44,05/03/45,Sunk,0,54.28,9.51,1,"F Schichau GmbH, Danzig",0
1221,U-1221,IXC/40,8/25/1941,10/28/1942,08/11/43,5/26/1943,04/03/45,Sunk,11,,,7,"Deutsche Werft AG, Hamburg",0
1222,U-1222,IXC/40,8/25/1941,11/02/42,09/01/43,06/09/43,07/11/44,Sunk,0,46.31,-5.29,56,"Deutsche Werft AG, Hamburg",0
1223,U-1223,IXC/40,8/25/1941,11/25/1942,10/06/43,6/23/1943,4/14/1945,Decommissioned,0,53.32,8.35,0,"Deutsche Werft AG, Hamburg",1
1224,U-1224,IXC/40,8/25/1941,11/30/1942,10/20/1943,07/07/43,2/15/1944,Given,0,18.08,-33.13,0,"Deutsche Werft AG, Hamburg",0
1225,U-1225,IXC/40,8/25/1941,12/28/1942,11/10/43,7/21/1943,6/24/1944,Sunk,0,63,-0.5,56,"Deutsche Werft AG, Hamburg",0
1226,U-1226,IXC/40,8/25/1941,01/11/43,11/24/1943,8/21/1943,10/23/1944,Missing,0,,,56,"Deutsche Werft AG, Hamburg",0
1227,U-1227,IXC/40,10/14/1941,02/01/43,12/08/43,9/18/1943,04/09/45,Damaged,0,,,0,"Deutsche Werft AG, Hamburg",1
1228,U-1228,IXC/40,10/14/1941,2/16/1943,12/22/1943,10/02/43,5/17/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
1229,U-1229,IXC/40,10/14/1941,03/02/43,1/13/1944,10/22/1943,8/20/1944,Sunk,41,42.2,-51.39,18,"Deutsche Werft AG, Hamburg",0
1230,U-1230,IXC/40,10/14/1941,3/15/1943,1/26/1944,11/08/43,05/05/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
1231,U-1231,IXC/40,10/14/1941,3/31/1943,02/09/44,11/18/1943,5/13/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
1232,U-1232,IXC/40,10/14/1941,4/14/1943,03/08/44,12/20/1943,04/01/45,Decommissioned,0,,,0,"Deutsche Werft AG, Hamburg",3
1233,U-1233,IXC/40,10/14/1941,4/29/1943,3/22/1944,12/23/1943,05/05/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
1234,U-1234,IXC/40,10/14/1941,05/11/43,4/19/1944,01/07/44,05/05/45,Scuttled,43,,,13,"Deutsche Werft AG, Hamburg",0
1235,U-1235,IXC/40,10/14/1941,5/25/1943,5/17/1944,1/25/1944,4/15/1945,Sunk,0,42.54,-30.25,57,"Deutsche Werft AG, Hamburg",0
1271,U-1271,VIIC/41,3/23/1942,4/17/1943,01/12/44,12/08/43,05/09/45,Surrendered,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1272,U-1272,VIIC/41,3/23/1942,5/31/1943,1/28/1944,12/23/1943,05/10/45,Surrendered,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1273,U-1273,VIIC/41,3/23/1942,06/07/43,2/16/1944,01/10/44,2/17/1945,Sunk,8,59.24,10.32,43,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1274,U-1274,VIIC/41,6/13/1942,6/21/1943,03/01/44,1/25/1944,4/16/1945,Sunk,0,55.36,-1.24,44,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",1
1275,U-1275,VIIC/41,6/13/1942,07/07/43,3/22/1944,02/08/44,05/03/45,Scuttled,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1276,U-1276,VIIC/41,6/13/1942,7/13/1943,04/06/44,2/25/1944,2/20/1945,Sunk,0,51.48,-7.07,49,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",1
1277,U-1277,VIIC/41,6/13/1942,08/06/43,05/03/44,3/18/1944,06/03/45,Scuttled,47,41.13,-8.43,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1278,U-1278,VIIC/41,6/13/1942,08/12/43,5/31/1944,4/15/1944,2/17/1945,Sunk,0,61.32,1.36,48,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1279,U-1279,VIIC/41,6/13/1942,8/26/1943,07/05/44,07/05/44,2/27/1945,Sunk,0,49.46,-5.47,48,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1301,U-1301,VIIC/41,04/02/42,1/20/1943,02/11/44,12/22/1943,05/09/45,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1302,U-1302,VIIC/41,04/02/42,03/06/43,5/25/1944,04/04/44,03/07/45,Sunk,0,52.19,-5.23,48,"Flensburger Schiffsbau-Ges, Flensburg",3
1303,U-1303,VIIC/41,04/02/42,04/08/43,04/05/44,02/10/44,05/05/45,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1304,U-1304,VIIC/41,04/02/42,5/17/1943,09/06/44,08/04/44,05/05/45,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
